0,fname,matricule,departmet,levels,sex,db1,c101,c102,c103,c104,c105,c106,c107,c108,c109,c110
1690,MGS 204,HIMS/01/13/0232,ACCOUNTANCY,200,2,2013/2014,16,47,0,2,126,0,,,,
1691,MGS 204,HIMS/01/13/0232,ACCOUNTANCY,200,,2013/2014,16,Validated,,,,,,,,
1692,MKG 201,HIMS/01/13/0232,ACCOUNTANCY,200,1,2013/2014,9,36,27,3,135,0,,,,
1693,MKG 201,HIMS/01/13/0232,ACCOUNTANCY,200,3,2013/2014,9,46,33,3,,,,,,
1694,ACY 201,HIMS/01/13/0235,ACCOUNTANCY,200,1,2013/2014,26,36,37.2,3,186,0,,,,
1695,ACY 202,HIMS/01/13/0235,ACCOUNTANCY,200,2,2013/2014,16,45,0,3,183,0,,,,
1696,ACY 208,HIMS/01/13/0235,ACCOUNTANCY,200,2,2013/2014,25,63,0,3,264,0,,,,
1697,ACY 210,HIMS/01/13/0235,ACCOUNTANCY,200,2,2013/2014,17,45,0,3,186,0,,,,
1698,ACY212,HIMS/01/13/0235,ACCOUNTANCY,200,2,2013/2014,16,52,0,3,204,0,,,,
1699,BNF 201,HIMS/01/13/0235,ACCOUNTANCY,200,1,2013/2014,12,38,30,3,150,0,,,,
1700,CSC 202,HIMS/01/13/0235,ACCOUNTANCY,200,2,2013/2014,22,46,0,2,136,0,,,,
1701,ECN 201,HIMS/01/13/0235,ACCOUNTANCY,200,1,2013/2014,26,50,45.6,3,228,0,,,,
1702,ECN 203,HIMS/01/13/0235,ACCOUNTANCY,200,1,2013/2014,26,,15.6,3,78,0,,,,
1703,ECN 206,HIMS/01/13/0235,ACCOUNTANCY,200,2,2013/2014,22,53,0,3,225,0,,,,
1704,ENG 101,HIMS/01/13/0235,ACCOUNTANCY,200,1,2013/2014,21,38,23.6,2,118,0,,,,
1705,FRE 101,HIMS/01/13/0235,ACCOUNTANCY,200,1,2013/2014,21,50,28.4,2,142,0,,,,
1706,INS 201,HIMS/01/13/0235,ACCOUNTANCY,200,1,2013/2014,16,36,31.2,3,156,0,,,,
1707,LAW 201,HIMS/01/13/0235,ACCOUNTANCY,200,1,2013/2014,23,65,17.6,1,88,0,,,,
1708,LAW 202,HIMS/01/13/0235,ACCOUNTANCY,200,2,2013/2014,19.5,59,0,1,78.5,0,,,,
1709,MGS 201,HIMS/01/13/0235,ACCOUNTANCY,200,1,2013/2014,23,65,52.8,3,264,0,,,,
1710,MGS 204,HIMS/01/13/0235,ACCOUNTANCY,200,2,2013/2014,18,55,0,2,146,0,,,,
1711,MKG 201,HIMS/01/13/0235,ACCOUNTANCY,200,1,2013/2014,15,65,48,3,240,0,,,,
1712,ACY 201,HIMS/01/13/0239,ACCOUNTANCY,200,1,2013/2014,21.5,60,48.9,3,244.5,0,,,,
1713,ACY 201,HIMS/01/13/0239,ACCOUNTANCY,200,,2013/2014,21.5,Validated,,,,,,,,
1714,ACY 202,HIMS/01/13/0239,ACCOUNTANCY,200,2,2013/2014,13.5,46,0,3,178.5,0,,,,
1715,ACY 202,HIMS/01/13/0239,ACCOUNTANCY,200,,2013/2014,13.5,Validated,,,,,,,,
1716,ACY 208,HIMS/01/13/0239,ACCOUNTANCY,200,2,2013/2014,,50,0,3,150,0,,,,
1717,ACY 208,HIMS/01/13/0239,ACCOUNTANCY,200,,2013/2014,,Validated,,,,,,,,
1718,ACY 210,HIMS/01/13/0239,ACCOUNTANCY,200,2,2013/2014,16,30,0,3,138,0,,,,
1719,ACY 210,HIMS/01/13/0239,ACCOUNTANCY,200,3,2013/2014,16,,9.6,3,,,,,,
1720,ACY212,HIMS/01/13/0239,ACCOUNTANCY,200,2,2013/2014,18,45,0,3,189,0,,,,
1721,ACY212,HIMS/01/13/0239,ACCOUNTANCY,200,,2013/2014,18,Validated,,,,,,,,
1722,BNF 201,HIMS/01/13/0239,ACCOUNTANCY,200,1,2013/2014,23,60,49.8,3,249,0,,,,
1723,BNF 201,HIMS/01/13/0239,ACCOUNTANCY,200,,2013/2014,23,Validated,,,,,,,,
1724,CSC 202,HIMS/01/13/0239,ACCOUNTANCY,200,2,2013/2014,20,41,0,2,122,0,,,,
1725,CSC 202,HIMS/01/13/0239,ACCOUNTANCY,200,,2013/2014,20,Validated,,,,,,,,
1726,ECN 201,HIMS/01/13/0239,ACCOUNTANCY,200,1,2013/2014,23,42,39,3,195,0,,,,
1727,ECN 201,HIMS/01/13/0239,ACCOUNTANCY,200,,2013/2014,23,Validated,,,,,,,,
1728,ECN 203,HIMS/01/13/0239,ACCOUNTANCY,200,1,2013/2014,26,53,47.4,3,237,0,,,,
1729,ECN 203,HIMS/01/13/0239,ACCOUNTANCY,200,,2013/2014,26,Validated,,,,,,,,
1730,ECN 206,HIMS/01/13/0239,ACCOUNTANCY,200,2,2013/2014,14,38,0,3,156,0,,,,
1731,ECN 206,HIMS/01/13/0239,ACCOUNTANCY,200,,2013/2014,14,Validated,,,,,,,,
1732,ENG 101,HIMS/01/13/0239,ACCOUNTANCY,200,1,2013/2014,25,41,26.4,2,132,0,,,,
1733,ENG 101,HIMS/01/13/0239,ACCOUNTANCY,200,,2013/2014,25,Validated,,,,,,,,
1734,FRE 101,HIMS/01/13/0239,ACCOUNTANCY,200,1,2013/2014,24,47,28.4,2,142,0,,,,
1735,FRE 101,HIMS/01/13/0239,ACCOUNTANCY,200,,2013/2014,24,Validated,,,,,,,,
1736,INS 201,HIMS/01/13/0239,ACCOUNTANCY,200,1,2013/2014,16,41,34.2,3,171,0,,,,
1737,INS 201,HIMS/01/13/0239,ACCOUNTANCY,200,,2013/2014,16,Validated,,,,,,,,
1738,LAW 201,HIMS/01/13/0239,ACCOUNTANCY,200,1,2013/2014,28,37,13,1,65,0,,,,
1739,LAW 201,HIMS/01/13/0239,ACCOUNTANCY,200,,2013/2014,28,Validated,,,,,,,,
1740,LAW 202,HIMS/01/13/0239,ACCOUNTANCY,200,2,2013/2014,22.5,50,0,1,72.5,0,,,,
1741,LAW 202,HIMS/01/13/0239,ACCOUNTANCY,200,,2013/2014,22.5,Validated,,,,,,,,
1742,MGS 201,HIMS/01/13/0239,ACCOUNTANCY,200,1,2013/2014,17,55,43.2,3,216,0,,,,
1743,MGS 201,HIMS/01/13/0239,ACCOUNTANCY,200,,2013/2014,17,Validated,,,,,,,,
1744,MGS 204,HIMS/01/13/0239,ACCOUNTANCY,200,2,2013/2014,18,58,0,2,152,0,,,,
1745,MGS 204,HIMS/01/13/0239,ACCOUNTANCY,200,,2013/2014,18,Validated,,,,,,,,
1746,MKG 201,HIMS/01/13/0239,ACCOUNTANCY,200,1,2013/2014,21,53,44.4,3,222,0,,,,
1747,MKG 201,HIMS/01/13/0239,ACCOUNTANCY,200,,2013/2014,21,Validated,,,,,,,,
1748,ACY 201,HIMS/01/13/0241,ACCOUNTANCY,200,1,2013/2014,,,0,3,0,0,,,,
1749,ACY 202,HIMS/01/13/0241,ACCOUNTANCY,200,2,2013/2014,,,0,3,0,0,,,,
1750,ACY 208,HIMS/01/13/0241,ACCOUNTANCY,200,2,2013/2014,,,0,3,0,0,,,,
1751,ACY 210,HIMS/01/13/0241,ACCOUNTANCY,200,2,2013/2014,,,0,3,0,0,,,,
1752,ACY212,HIMS/01/13/0241,ACCOUNTANCY,200,2,2013/2014,,,0,3,0,0,,,,
1753,BNF 201,HIMS/01/13/0241,ACCOUNTANCY,200,1,2013/2014,,,0,3,0,0,,,,
1754,CSC 202,HIMS/01/13/0241,ACCOUNTANCY,200,2,2013/2014,,,0,2,0,0,,,,
1755,ECN 201,HIMS/01/13/0241,ACCOUNTANCY,200,1,2013/2014,,,0,3,0,0,,,,
1756,ECN 203,HIMS/01/13/0241,ACCOUNTANCY,200,1,2013/2014,,,0,3,0,0,,,,
1757,ECN 206,HIMS/01/13/0241,ACCOUNTANCY,200,2,2013/2014,,,0,3,0,0,,,,
1758,ENG 101,HIMS/01/13/0241,ACCOUNTANCY,200,1,2013/2014,,,0,2,0,0,,,,
1759,FRE 101,HIMS/01/13/0241,ACCOUNTANCY,200,1,2013/2014,,,0,2,0,0,,,,
1760,INS 201,HIMS/01/13/0241,ACCOUNTANCY,200,1,2013/2014,,,0,3,0,0,,,,
1761,LAW 201,HIMS/01/13/0241,ACCOUNTANCY,200,1,2013/2014,,,0,1,0,0,,,,
1762,LAW 202,HIMS/01/13/0241,ACCOUNTANCY,200,2,2013/2014,,,0,1,0,0,,,,
1763,MGS 201,HIMS/01/13/0241,ACCOUNTANCY,200,1,2013/2014,,,0,3,0,0,,,,
1764,MGS 204,HIMS/01/13/0241,ACCOUNTANCY,200,2,2013/2014,,,0,2,0,0,,,,
1765,MKG 201,HIMS/01/13/0241,ACCOUNTANCY,200,1,2013/2014,,,0,3,0,0,,,,
1766,ACY 201,HIMS/01/13/0244,ACCOUNTANCY,200,1,2013/2014,13,42,33,3,165,0,,,,
1767,ACY 201,HIMS/01/13/0244,ACCOUNTANCY,200,,2013/2014,13,Validated,,,,,,,,
1768,ACY 202,HIMS/01/13/0244,ACCOUNTANCY,200,2,2013/2014,12,41,0,3,159,0,,,,
1769,ACY 202,HIMS/01/13/0244,ACCOUNTANCY,200,,2013/2014,12,Validated,,,,,,,,
1770,ACY 208,HIMS/01/13/0244,ACCOUNTANCY,200,2,2013/2014,20,20,0,3,120,0,,,,
1771,ACY 208,HIMS/01/13/0244,ACCOUNTANCY,200,3,2013/2014,20,34,32.4,3,,,,,,
1772,ACY 210,HIMS/01/13/0244,ACCOUNTANCY,200,2,2013/2014,12,,0,3,36,0,,,,
1773,ACY 210,HIMS/01/13/0244,ACCOUNTANCY,200,3,2013/2014,12,28,24,3,,,,,,
1774,ACY212,HIMS/01/13/0244,ACCOUNTANCY,200,2,2013/2014,,,0,3,0,0,,,,
1775,ACY212,HIMS/01/13/0244,ACCOUNTANCY,200,Not Eligible,2013/2014,,Not Eligible,,,,,,,,
1776,BNF 201,HIMS/01/13/0244,ACCOUNTANCY,200,1,2013/2014,20,35,33,3,165,0,,,,
1777,BNF 201,HIMS/01/13/0244,ACCOUNTANCY,200,,2013/2014,20,Validated,,,,,,,,
1778,CSC 202,HIMS/01/13/0244,ACCOUNTANCY,200,2,2013/2014,19.5,21,0,2,81,0,,,,
1779,CSC 202,HIMS/01/13/0244,ACCOUNTANCY,200,3,2013/2014,19.5,49,27.4,2,,,,,,
1780,ECN 201,HIMS/01/13/0244,ACCOUNTANCY,200,1,2013/2014,25,31,33.6,3,168,0,,,,
1781,ECN 201,HIMS/01/13/0244,ACCOUNTANCY,200,,2013/2014,25,Validated,,,,,,,,
1782,ECN 203,HIMS/01/13/0244,ACCOUNTANCY,200,1,2013/2014,22,45,40.2,3,201,0,,,,
1783,ECN 203,HIMS/01/13/0244,ACCOUNTANCY,200,,2013/2014,22,Validated,,,,,,,,
1784,ECN 206,HIMS/01/13/0244,ACCOUNTANCY,200,2,2013/2014,19,46,0,3,195,0,,,,
1785,ECN 206,HIMS/01/13/0244,ACCOUNTANCY,200,,2013/2014,19,Validated,,,,,,,,
1786,ENG 101,HIMS/01/13/0244,ACCOUNTANCY,200,1,2013/2014,17,28,18,2,90,0,,,,
1787,ENG 101,HIMS/01/13/0244,ACCOUNTANCY,200,3,2013/2014,17,66,33.2,2,,,,,,
1788,FRE 101,HIMS/01/13/0244,ACCOUNTANCY,200,1,2013/2014,17,22,15.6,2,78,0,,,,
1789,FRE 101,HIMS/01/13/0244,ACCOUNTANCY,200,3,2013/2014,17,,6.8,2,,,,,,
1790,INS 201,HIMS/01/13/0244,ACCOUNTANCY,200,1,2013/2014,13,37,30,3,150,0,,,,
1791,INS 201,HIMS/01/13/0244,ACCOUNTANCY,200,,2013/2014,13,Validated,,,,,,,,
1792,LAW 201,HIMS/01/13/0244,ACCOUNTANCY,200,1,2013/2014,15,31,9.2,1,46,0,,,,
1793,LAW 201,HIMS/01/13/0244,ACCOUNTANCY,200,3,2013/2014,15,45,12,1,,,,,,
1794,LAW 202,HIMS/01/13/0244,ACCOUNTANCY,200,2,2013/2014,18,36,0,1,54,0,,,,
1795,LAW 202,HIMS/01/13/0244,ACCOUNTANCY,200,,2013/2014,18,Validated,,,,,,,,
1796,MGS 201,HIMS/01/13/0244,ACCOUNTANCY,200,1,2013/2014,18,34,31.2,3,156,0,,,,
1797,MGS 201,HIMS/01/13/0244,ACCOUNTANCY,200,,2013/2014,18,Validated,,,,,,,,
1798,MGS 204,HIMS/01/13/0244,ACCOUNTANCY,200,2,2013/2014,18,32,0,2,100,0,,,,
1799,MGS 204,HIMS/01/13/0244,ACCOUNTANCY,200,,2013/2014,18,Validated,,,,,,,,
1800,MKG 201,HIMS/01/13/0244,ACCOUNTANCY,200,1,2013/2014,8,22,18,3,90,0,,,,
1801,MKG 201,HIMS/01/13/0244,ACCOUNTANCY,200,3,2013/2014,8,28,21.6,3,,,,,,
1802,ACY 201,HIMS/01/13/0249,ACCOUNTANCY,200,1,2013/2014,23,46,41.4,3,207,0,,,,
1803,ACY 201,HIMS/01/13/0249,ACCOUNTANCY,200,,2013/2014,23,Validated,,,,,,,,
1804,ACY 202,HIMS/01/13/0249,ACCOUNTANCY,200,2,2013/2014,8,,0,3,24,0,,,,
1805,ACY 202,HIMS/01/13/0249,ACCOUNTANCY,200,3,2013/2014,8,36,26.4,3,,,,,,
1806,ACY 208,HIMS/01/13/0249,ACCOUNTANCY,200,2,2013/2014,13,35,0,3,144,0,,,,
1807,ACY 208,HIMS/01/13/0249,ACCOUNTANCY,200,3,2013/2014,13,52,39,3,,,,,,
1808,ACY 210,HIMS/01/13/0249,ACCOUNTANCY,200,2,2013/2014,12,16,0,3,84,0,,,,
1809,ACY 210,HIMS/01/13/0249,ACCOUNTANCY,200,3,2013/2014,12,30,25.2,3,,,,,,
1810,ACY212,HIMS/01/13/0249,ACCOUNTANCY,200,2,2013/2014,15,40,0,3,165,0,,,,
1811,ACY212,HIMS/01/13/0249,ACCOUNTANCY,200,,2013/2014,15,Validated,,,,,,,,
1812,BNF 201,HIMS/01/13/0249,ACCOUNTANCY,200,1,2013/2014,27,47,44.4,3,222,0,,,,
1813,BNF 201,HIMS/01/13/0249,ACCOUNTANCY,200,,2013/2014,27,Validated,,,,,,,,
1814,CSC 202,HIMS/01/13/0249,ACCOUNTANCY,200,2,2013/2014,18,29,0,2,94,0,,,,
1815,CSC 202,HIMS/01/13/0249,ACCOUNTANCY,200,3,2013/2014,18,52,28,2,,,,,,
1816,ECN 201,HIMS/01/13/0249,ACCOUNTANCY,200,1,2013/2014,23,43,39.6,3,198,0,,,,
1817,ECN 201,HIMS/01/13/0249,ACCOUNTANCY,200,,2013/2014,23,Validated,,,,,,,,
1818,ECN 203,HIMS/01/13/0249,ACCOUNTANCY,200,1,2013/2014,19,44,37.8,3,189,0,,,,
1819,ECN 203,HIMS/01/13/0249,ACCOUNTANCY,200,,2013/2014,19,Validated,,,,,,,,
1820,ECN 206,HIMS/01/13/0249,ACCOUNTANCY,200,2,2013/2014,17,34,0,3,153,0,,,,
1821,ECN 206,HIMS/01/13/0249,ACCOUNTANCY,200,,2013/2014,17,Validated,,,,,,,,
1822,ENG 101,HIMS/01/13/0249,ACCOUNTANCY,200,1,2013/2014,21,41,24.8,2,124,0,,,,
1823,ENG 101,HIMS/01/13/0249,ACCOUNTANCY,200,,2013/2014,21,Validated,,,,,,,,
1824,FRE 101,HIMS/01/13/0249,ACCOUNTANCY,200,1,2013/2014,13,39,20.8,2,104,0,,,,
1825,FRE 101,HIMS/01/13/0249,ACCOUNTANCY,200,,2013/2014,13,Validated,,,,,,,,
1826,INS 201,HIMS/01/13/0249,ACCOUNTANCY,200,1,2013/2014,20,38,34.8,3,174,0,,,,
1827,INS 201,HIMS/01/13/0249,ACCOUNTANCY,200,,2013/2014,20,Validated,,,,,,,,
1828,LAW 201,HIMS/01/13/0249,ACCOUNTANCY,200,1,2013/2014,14,38,10.4,1,52,0,,,,
1829,LAW 201,HIMS/01/13/0249,ACCOUNTANCY,200,,2013/2014,14,Validated,,,,,,,,
1830,LAW 202,HIMS/01/13/0249,ACCOUNTANCY,200,2,2013/2014,12,36,0,1,48,0,,,,
1831,LAW 202,HIMS/01/13/0249,ACCOUNTANCY,200,3,2013/2014,12,46,11.6,1,,,,,,
1832,MGS 201,HIMS/01/13/0249,ACCOUNTANCY,200,1,2013/2014,14,48,37.2,3,186,0,,,,
1833,MGS 201,HIMS/01/13/0249,ACCOUNTANCY,200,,2013/2014,14,Validated,,,,,,,,
1834,MGS 204,HIMS/01/13/0249,ACCOUNTANCY,200,2,2013/2014,19,47,0,2,132,0,,,,
1835,MGS 204,HIMS/01/13/0249,ACCOUNTANCY,200,,2013/2014,19,Validated,,,,,,,,
1836,MKG 201,HIMS/01/13/0249,ACCOUNTANCY,200,1,2013/2014,17,37,32.4,3,162,0,,,,
1837,MKG 201,HIMS/01/13/0249,ACCOUNTANCY,200,,2013/2014,17,Validated,,,,,,,,
1838,ACY 201,HIMS/01/13/0253,ACCOUNTANCY,200,1,2013/2014,17,40,34.2,3,171,0,,,,
1839,ACY 201,HIMS/01/13/0253,ACCOUNTANCY,200,,2013/2014,17,Validated,,,,,,,,
1840,ACY 202,HIMS/01/13/0253,ACCOUNTANCY,200,2,2013/2014,16,27,0,3,129,0,,,,
1841,ACY 202,HIMS/01/13/0253,ACCOUNTANCY,200,3,2013/2014,16,44,36,3,,,,,,
1842,ACY 208,HIMS/01/13/0253,ACCOUNTANCY,200,2,2013/2014,17,45,0,3,186,0,,,,
1843,ACY 208,HIMS/01/13/0253,ACCOUNTANCY,200,,2013/2014,17,Validated,,,,,,,,
1844,ACY 210,HIMS/01/13/0253,ACCOUNTANCY,200,2,2013/2014,5,29,0,3,102,0,,,,
1845,ACY 210,HIMS/01/13/0253,ACCOUNTANCY,200,3,2013/2014,5,36,24.6,3,,,,,,
1846,ACY212,HIMS/01/13/0253,ACCOUNTANCY,200,2,2013/2014,23.2,40,0,3,189.6,0,,,,
1847,ACY212,HIMS/01/13/0253,ACCOUNTANCY,200,,2013/2014,23.2,Validated,,,,,,,,
1848,BNF 201,HIMS/01/13/0253,ACCOUNTANCY,200,1,2013/2014,26,38,38.4,3,192,0,,,,
1849,BNF 201,HIMS/01/13/0253,ACCOUNTANCY,200,,2013/2014,26,Validated,,,,,,,,
1850,CSC 202,HIMS/01/13/0253,ACCOUNTANCY,200,2,2013/2014,19,33,0,2,104,0,,,,
1851,CSC 202,HIMS/01/13/0253,ACCOUNTANCY,200,,2013/2014,19,Validated,,,,,,,,
1852,ECN 201,HIMS/01/13/0253,ACCOUNTANCY,200,1,2013/2014,18,42,36,3,180,0,,,,
1853,ECN 201,HIMS/01/13/0253,ACCOUNTANCY,200,,2013/2014,18,Validated,,,,,,,,
1854,ECN 203,HIMS/01/13/0253,ACCOUNTANCY,200,1,2013/2014,16,30,27.6,3,138,0,,,,
1855,ECN 203,HIMS/01/13/0253,ACCOUNTANCY,200,3,2013/2014,16,70,51.6,3,,,,,,
1856,ECN 206,HIMS/01/13/0253,ACCOUNTANCY,200,2,2013/2014,24,64,0,3,264,0,,,,
1857,ECN 206,HIMS/01/13/0253,ACCOUNTANCY,200,,2013/2014,24,Validated,,,,,,,,
1858,ENG 101,HIMS/01/13/0253,ACCOUNTANCY,200,1,2013/2014,24,32,22.4,2,112,0,,,,
1859,ENG 101,HIMS/01/13/0253,ACCOUNTANCY,200,,2013/2014,24,Validated,,,,,,,,
1860,FRE 101,HIMS/01/13/0253,ACCOUNTANCY,200,1,2013/2014,10,46,22.4,2,112,0,,,,
1861,FRE 101,HIMS/01/13/0253,ACCOUNTANCY,200,,2013/2014,10,Validated,,,,,,,,
1862,INS 201,HIMS/01/13/0253,ACCOUNTANCY,200,1,2013/2014,11,40,30.6,3,153,0,,,,
1863,INS 201,HIMS/01/13/0253,ACCOUNTANCY,200,,2013/2014,11,Validated,,,,,,,,
1864,LAW 201,HIMS/01/13/0253,ACCOUNTANCY,200,1,2013/2014,18,39,11.4,1,57,0,,,,
1865,LAW 201,HIMS/01/13/0253,ACCOUNTANCY,200,,2013/2014,18,Validated,,,,,,,,
1866,LAW 202,HIMS/01/13/0253,ACCOUNTANCY,200,2,2013/2014,13.5,36,0,1,49.5,0,,,,
1867,LAW 202,HIMS/01/13/0253,ACCOUNTANCY,200,3,2013/2014,13.5,38,10.3,1,,,,,,
1868,MGS 201,HIMS/01/13/0253,ACCOUNTANCY,200,1,2013/2014,16,49,39,3,195,0,,,,
1869,MGS 201,HIMS/01/13/0253,ACCOUNTANCY,200,,2013/2014,16,Validated,,,,,,,,
1870,MGS 204,HIMS/01/13/0253,ACCOUNTANCY,200,2,2013/2014,17,63,0,2,160,0,,,,
1871,MGS 204,HIMS/01/13/0253,ACCOUNTANCY,200,,2013/2014,17,Validated,,,,,,,,
1872,MKG 201,HIMS/01/13/0253,ACCOUNTANCY,200,1,2013/2014,18,48,39.6,3,198,0,,,,
1873,MKG 201,HIMS/01/13/0253,ACCOUNTANCY,200,,2013/2014,18,Validated,,,,,,,,
1874,ACY 201,HIMS/01/13/0258,ACCOUNTANCY,200,1,2013/2014,26,48,44.4,3,222,0,,,,
1875,ACY 202,HIMS/01/13/0258,ACCOUNTANCY,200,2,2013/2014,15,36,0,3,153,0,,,,
1876,ACY 208,HIMS/01/13/0258,ACCOUNTANCY,200,2,2013/2014,20,51,0,3,213,0,,,,
1877,ACY 210,HIMS/01/13/0258,ACCOUNTANCY,200,2,2013/2014,24,70,0,3,282,0,,,,
1878,ACY212,HIMS/01/13/0258,ACCOUNTANCY,200,2,2013/2014,22,47,0,3,207,0,,,,
1879,BNF 201,HIMS/01/13/0258,ACCOUNTANCY,200,1,2013/2014,18,30,28.8,3,144,0,,,,
1880,CSC 202,HIMS/01/13/0258,ACCOUNTANCY,200,2,2013/2014,24,50,0,2,148,0,,,,
1881,ECN 201,HIMS/01/13/0258,ACCOUNTANCY,200,1,2013/2014,13,33,27.6,3,138,0,,,,
1882,ECN 203,HIMS/01/13/0258,ACCOUNTANCY,200,1,2013/2014,30,63,55.8,3,279,0,,,,
1883,ECN 206,HIMS/01/13/0258,ACCOUNTANCY,200,2,2013/2014,26,68,0,3,282,0,,,,
1884,ENG 101,HIMS/01/13/0258,ACCOUNTANCY,200,1,2013/2014,18,39,22.8,2,114,0,,,,
1885,FRE 101,HIMS/01/13/0258,ACCOUNTANCY,200,1,2013/2014,13,39,20.8,2,104,0,,,,
1886,INS 201,HIMS/01/13/0258,ACCOUNTANCY,200,1,2013/2014,14,27,24.6,3,123,0,,,,
1887,LAW 201,HIMS/01/13/0258,ACCOUNTANCY,200,1,2013/2014,16,51,13.4,1,67,0,,,,
1888,LAW 202,HIMS/01/13/0258,ACCOUNTANCY,200,2,2013/2014,19,44,0,1,63,0,,,,
1889,MGS 201,HIMS/01/13/0258,ACCOUNTANCY,200,1,2013/2014,12,52,38.4,3,192,0,,,,
1890,MGS 204,HIMS/01/13/0258,ACCOUNTANCY,200,2,2013/2014,16,58,0,2,148,0,,,,
1891,MKG 201,HIMS/01/13/0258,ACCOUNTANCY,200,1,2013/2014,16,35,30.6,3,153,0,,,,
1892,ACY 201,HIMS/01/13/0260,ACCOUNTANCY,200,1,2013/2014,7,40,28.2,3,141,0,,,,
1893,ACY 201,HIMS/01/13/0260,ACCOUNTANCY,200,3,2013/2014,7,47,32.4,3,,,,,,
1894,ACY 202,HIMS/01/13/0260,ACCOUNTANCY,200,2,2013/2014,13,39,0,3,156,0,,,,
1895,ACY 202,HIMS/01/13/0260,ACCOUNTANCY,200,,2013/2014,13,Validated,,,,,,,,
1896,ACY 208,HIMS/01/13/0260,ACCOUNTANCY,200,2,2013/2014,16,42,0,3,174,0,,,,
1897,ACY 208,HIMS/01/13/0260,ACCOUNTANCY,200,,2013/2014,16,Validated,,,,,,,,
1898,ACY 210,HIMS/01/13/0260,ACCOUNTANCY,200,2,2013/2014,16,29,0,3,135,0,,,,
1899,ACY 210,HIMS/01/13/0260,ACCOUNTANCY,200,3,2013/2014,16,45,36.6,3,,,,,,
1900,ACY212,HIMS/01/13/0260,ACCOUNTANCY,200,2,2013/2014,25.5,62,0,3,262.5,0,,,,
1901,ACY212,HIMS/01/13/0260,ACCOUNTANCY,200,,2013/2014,25.5,Validated,,,,,,,,
1902,BNF 201,HIMS/01/13/0260,ACCOUNTANCY,200,1,2013/2014,15,44,35.4,3,177,0,,,,
1903,BNF 201,HIMS/01/13/0260,ACCOUNTANCY,200,,2013/2014,15,Validated,,,,,,,,
1904,CSC 202,HIMS/01/13/0260,ACCOUNTANCY,200,2,2013/2014,17,37,0,2,108,0,,,,
1905,CSC 202,HIMS/01/13/0260,ACCOUNTANCY,200,,2013/2014,17,Validated,,,,,,,,
1906,ECN 201,HIMS/01/13/0260,ACCOUNTANCY,200,1,2013/2014,16,27,25.8,3,129,0,,,,
1907,ECN 201,HIMS/01/13/0260,ACCOUNTANCY,200,3,2013/2014,16,42,34.8,3,,,,,,
1908,ECN 203,HIMS/01/13/0260,ACCOUNTANCY,200,1,2013/2014,17,39,33.6,3,168,0,,,,
1909,ECN 203,HIMS/01/13/0260,ACCOUNTANCY,200,,2013/2014,17,Validated,,,,,,,,
1910,ECN 206,HIMS/01/13/0260,ACCOUNTANCY,200,2,2013/2014,3,41,0,3,132,0,,,,
1911,ECN 206,HIMS/01/13/0260,ACCOUNTANCY,200,3,2013/2014,3,24,16.2,3,,,,,,
1912,ENG 101,HIMS/01/13/0260,ACCOUNTANCY,200,1,2013/2014,23,26,19.6,2,98,0,,,,
1913,ENG 101,HIMS/01/13/0260,ACCOUNTANCY,200,3,2013/2014,23,50,29.2,2,,,,,,
1914,FRE 101,HIMS/01/13/0260,ACCOUNTANCY,200,1,2013/2014,10,47,22.8,2,114,0,,,,
1915,FRE 101,HIMS/01/13/0260,ACCOUNTANCY,200,,2013/2014,10,Validated,,,,,,,,
1916,INS 201,HIMS/01/13/0260,ACCOUNTANCY,200,1,2013/2014,20,36,33.6,3,168,0,,,,
1917,INS 201,HIMS/01/13/0260,ACCOUNTANCY,200,,2013/2014,20,Validated,,,,,,,,
1918,LAW 201,HIMS/01/13/0260,ACCOUNTANCY,200,1,2013/2014,10,28,7.6,1,38,0,,,,
1919,LAW 201,HIMS/01/13/0260,ACCOUNTANCY,200,3,2013/2014,10,,2,1,,,,,,
1920,LAW 202,HIMS/01/13/0260,ACCOUNTANCY,200,2,2013/2014,10.5,35,0,1,45.5,0,,,,
1921,LAW 202,HIMS/01/13/0260,ACCOUNTANCY,200,3,2013/2014,10.5,,2.1,1,,,,,,
1922,MGS 201,HIMS/01/13/0260,ACCOUNTANCY,200,1,2013/2014,20,51,42.6,3,213,0,,,,
1923,MGS 201,HIMS/01/13/0260,ACCOUNTANCY,200,,2013/2014,20,Validated,,,,,,,,
1924,MGS 204,HIMS/01/13/0260,ACCOUNTANCY,200,2,2013/2014,15,41,0,2,112,0,,,,
1925,MGS 204,HIMS/01/13/0260,ACCOUNTANCY,200,,2013/2014,15,Validated,,,,,,,,
1926,MKG 201,HIMS/01/13/0260,ACCOUNTANCY,200,1,2013/2014,9,37,27.6,3,138,0,,,,
1927,MKG 201,HIMS/01/13/0260,ACCOUNTANCY,200,3,2013/2014,9,26,21,3,,,,,,
1928,ACY 201,HIMS/01/13/0261,ACCOUNTANCY,200,1,2013/2014,24,37,36.6,3,183,0,,,,
1929,ACY 201,HIMS/01/13/0261,ACCOUNTANCY,200,,2013/2014,24,Validated,,,,,,,,
1930,ACY 202,HIMS/01/13/0261,ACCOUNTANCY,200,2,2013/2014,13,35,0,3,144,0,,,,
1931,ACY 202,HIMS/01/13/0261,ACCOUNTANCY,200,3,2013/2014,13,58,42.6,3,,,,,,
